cd,estimate,sd,q025,q975,pop
TX-05,0.17852041,0.01595511,0.14744334,0.21058421,856420.0
TX-06,0.17904356,0.015832407,0.14820169,0.21055678,848544.0
TX-07,0.19992635,0.017543107,0.1660729,0.23470391,770248.0
TX-08,0.18296088,0.016033798,0.15171602,0.21488222,946784.0
TX-09,0.2093557,0.018572465,0.17325461,0.246832,822784.0
TX-10,0.18381289,0.015901886,0.1524813,0.21501021,832966.0
TX-11,0.17519358,0.01591962,0.1444825,0.20702596,801997.0
TX-12,0.1754136,0.015438751,0.14548269,0.20579284,852228.0
TX-13,0.16884798,0.015157363,0.13929994,0.19876043,799821.0
TX-14,0.17799094,0.015646582,0.14750575,0.20905061,787853.0
TX-15,0.17994261,0.018501025,0.14456509,0.2170846,812529.0
TX-16,0.19067988,0.019153891,0.15399365,0.22881499,784152.0
TX-17,0.1800136,0.015669698,0.14950924,0.2109849,798332.0
TX-18,0.19762778,0.017562289,0.16388597,0.23286456,825562.0
TX-19,0.16955376,0.015454509,0.13967298,0.20017098,787118.0
TX-20,0.18288153,0.017747954,0.14900835,0.21835025,766762.0
TX-21,0.19347812,0.016461426,0.16087075,0.22580804,845967.0
TX-22,0.1942092,0.016958594,0.1608017,0.22738013,894651.0
TX-23,0.18041061,0.017118385,0.14775167,0.21469378,805994.0
TX-24,0.18847813,0.016388724,0.15607701,0.22036931,772864.0
TX-25,0.17947553,0.01565655,0.14891902,0.21018073,826400.0
TX-26,0.18644498,0.016274454,0.1541129,0.21794945,884673.0
TX-27,0.17974341,0.016603502,0.14778632,0.21266435,794553.0
TX-28,0.18082379,0.017980974,0.14648043,0.21704257,828120.0
TX-29,0.18012743,0.017948255,0.14615372,0.21657553,785766.0
TX-30,0.21079105,0.018423624,0.17496121,0.24744661,788933.0
TX-31,0.17686455,0.015574027,0.1462294,0.20759624,901417.0
TX-32,0.19469942,0.01687367,0.16179177,0.2281042,766035.0
TX-33,0.18241532,0.01719243,0.14974739,0.21710482,790800.0
TX-34,0.18182555,0.019275887,0.14504857,0.22089593,811032.0
TX-35,0.18216442,0.016402815,0.1505574,0.21490674,873186.0
TX-36,0.17511486,0.015676515,0.14464694,0.20636955,816135.0
TX-37,0.19420695,0.016729673,0.16100486,0.2271068,776146.0
TX-38,0.19118735,0.016511858,0.15849935,0.22354873,810767.0
UT-01,0.21994482,0.02774411,0.16868353,0.27832693,871885.0
UT-02,0.22371167,0.02804958,0.17128201,0.28233156,881182.0
UT-03,0.2279981,0.028299036,0.17535502,0.28773853,830265.0
UT-04,0.21368042,0.027582092,0.16292913,0.27233627,920858.0
VA-01,0.2219393,0.024831414,0.1795237,0.2775868,823755.0
VA-02,0.22143072,0.024907246,0.17905626,0.27707872,788036.0
VA-03,0.23822942,0.02690356,0.19208162,0.29736888,775311.0
VA-04,0.24261263,0.026935764,0.19623213,0.3019903,810530.0
VA-05,0.21795942,0.024562018,0.17630242,0.273352,805289.0
VA-06,0.19770724,0.023299282,0.15859164,0.25006777,797798.0
VA-07,0.2181285,0.025013773,0.17605555,0.27362952,825409.0
VA-08,0.23360927,0.026237028,0.18912864,0.29146692,788777.0
VA-09,0.19467491,0.023037111,0.15549865,0.24684423,789057.0
VA-10,0.21827374,0.025423223,0.17489082,0.27452508,821146.0
VA-11,0.23430294,0.026664155,0.18848439,0.29182586,792714.0
VT-00,0.22999215,0.03592744,0.1688823,0.31224412,648585.0
WA-01,0.24740382,0.026974667,0.19913833,0.30447146,810476.0
WA-02,0.24699047,0.02615394,0.19951428,0.3031865,790108.0
WA-03,0.23097964,0.02532407,0.18492785,0.28610945,802801.0
WA-04,0.23388815,0.026707744,0.18606526,0.2906603,795521.0
WA-05,0.2331332,0.02538337,0.18682137,0.28830868,801747.0
WA-06,0.24593581,0.026050737,0.19820492,0.30225903,800608.0
WA-07,0.26711726,0.027606877,0.21643154,0.32595003,815123.0
WA-08,0.24079244,0.026059322,0.19314821,0.29716614,794868.0
WA-09,0.25743836,0.02774049,0.2073581,0.3154935,776917.0
WA-10,0.24001679,0.025866946,0.19319305,0.29649833,777325.0
WI-01,0.23429324,0.024472449,0.19069685,0.2875251,739669.0
WI-02,0.24427079,0.024828305,0.19994658,0.29895598,763418.0
WI-03,0.22240138,0.023477802,0.18015394,0.27365354,740819.0
WI-04,0.266625,0.02765443,0.21720509,0.3254284,722785.0
WI-05,0.23844816,0.02444822,0.19454762,0.29173285,750316.0
WI-06,0.2255215,0.023735521,0.18297316,0.27723306,742999.0
WI-07,0.22611575,0.023760699,0.18303838,0.2776336,754074.0
WI-08,0.22358382,0.023639115,0.18122321,0.27487198,747170.0
WV-01,0.16441187,0.027014716,0.11275682,0.22225936,881908.0
WV-02,0.16567686,0.027110485,0.11350992,0.2238158,910606.0
WY-00,0.21850498,0.03437695,0.1514017,0.29062012,588050.0
