cd,estimate,sd,q025,q975,pop
NC-05,0.18003796,0.01436534,0.15303873,0.2114378,755187.0
NC-06,0.18911263,0.014984898,0.16067174,0.22162396,794209.0
NC-07,0.17901061,0.014294909,0.15219194,0.21013866,805789.0
NC-08,0.18633595,0.0149274925,0.15829767,0.21842587,788849.0
NC-09,0.18790159,0.015043082,0.15968421,0.22019936,790291.0
NC-10,0.18048088,0.014425314,0.15326808,0.2120271,787542.0
NC-11,0.1622047,0.013465019,0.13709995,0.19082826,770847.0
NC-12,0.21378666,0.01707319,0.18166573,0.24986662,801631.0
NC-13,0.18564181,0.014935036,0.15756671,0.21767682,835043.0
NC-14,0.1823448,0.014561461,0.15506962,0.21413484,792824.0
ND-00,0.17249265,0.0156554,0.14234677,0.20542952,796604.0
NE-01,0.18139048,0.016745135,0.14967766,0.21683253,672885.0
NE-02,0.19273423,0.017604997,0.15947607,0.22943042,682583.0
NE-03,0.175768,0.01646409,0.14459059,0.21040112,650261.0
NH-01,0.16323788,0.015979998,0.1310616,0.19634181,709268.0
NH-02,0.16483071,0.016047547,0.13251264,0.19794565,700156.0
NJ-01,0.20220447,0.018139021,0.170845,0.24418403,784107.0
NJ-02,0.1961054,0.017716954,0.16553639,0.23715584,794132.0
NJ-03,0.20136991,0.017920885,0.17025447,0.24326023,795592.0
NJ-04,0.17886223,0.016688796,0.15066852,0.2170615,795130.0
NJ-05,0.21425304,0.019112915,0.18083215,0.25731346,794124.0
NJ-06,0.22834638,0.020343443,0.19277291,0.2747329,786852.0
NJ-07,0.19406646,0.017417341,0.16388094,0.23456824,789395.0
NJ-08,0.23744653,0.022029977,0.19836044,0.2881578,780400.0
NJ-09,0.22487703,0.020761037,0.18875308,0.27214727,772304.0
NJ-10,0.24315271,0.022648057,0.20331325,0.29409152,800235.0
NJ-11,0.20337594,0.018153645,0.17143671,0.24521978,800047.0
NJ-12,0.23596199,0.021183098,0.19849673,0.2840774,808411.0
NM-01,0.20243572,0.018423459,0.1652984,0.23914838,714162.0
NM-02,0.21466477,0.020747038,0.17384806,0.255639,711443.0
NM-03,0.19926664,0.018901467,0.16172451,0.237276,739622.0
NV-01,0.21900779,0.019756535,0.18138565,0.26205406,793572.0
NV-02,0.19245838,0.017365765,0.1594035,0.23087296,802958.0
NV-03,0.22104271,0.019401375,0.1844222,0.26390782,840861.0
NV-04,0.22013241,0.01990603,0.18270087,0.2642214,833068.0
NY-01,0.17502633,0.01594234,0.1395533,0.20376651,782048.0
NY-02,0.1908839,0.017659243,0.15198041,0.22306645,777587.0
NY-03,0.2089518,0.019567072,0.16754839,0.244989,775762.0
NY-04,0.19818075,0.017778408,0.15870517,0.23049022,777460.0
NY-05,0.23121125,0.02133057,0.18542995,0.27055162,767073.0
NY-06,0.25109938,0.025586898,0.19885163,0.30025008,726983.0
NY-07,0.20701389,0.01891371,0.16552316,0.2417575,778244.0
